,reward,wavelength,f_osc,molecule,top_score
0,363.80338321596247,363.80338321596247,1.820188,O=C1C(=Cc2cn(-c3cc4cc5sc(-c6ccco6)cc5cc4s3)cc2-c2cnccn2)C(=O)c2ccccc21,363.80338321596247
1,383.923307735183,383.923307735183,1.508347,CSc1cc(N(c2ccccc2)c2ccccc2)cnc1-c1ccc(-c2ccc3c4cccc5cccc(c6cccc2c63)c54)c2c1C(=O)NC2=O,383.923307735183
2,466.0359081341152,466.0359081341152,0.466783,O=c1c2ccccc2n(-c2cc(F)cc(-c3cc4cc5occc5cc4n3-c3c4c(cc5nsnc35)N=S=N4)c2)c2ccccc12,466.0359081341152
3,358.4394131251807,358.4394131251807,0.748442,C#Cc1cc(F)c(-c2ncc(-n3c4ccccc4c4ccc5[nH]c6ccccc6c5c43)o2)s1,466.0359081341152
4,395.71107174773397,395.71107174773397,0.002677,O=c1c2ccccc2oc2ccc(-c3cc(-n4cccc4)c(-c4ccc(-c5ccccn5)nc4)nc3C3=NC4=NC=NC5=NC=NC(=N3)N54)cc12,466.0359081341152
5,405.9598343210766,405.9598343210766,0.0002,O=C1c2ccccc2C(=O)c2cc(-c3ccc4ccc5cc(-n6c7ccccc7c7sc8ccc(-c9ncc(Br)s9)cc8c76)cc6ccc3c4c56)ccc21,466.0359081341152
6,422.5053433293577,422.5053433293577,0.581496,C1=CN(c2nc3ccccc3[nH]2)c2ccc(-c3cc4cc5sc(-c6ccsc6-c6coc7ccccc67)cc5cc4s3)cc2O1,466.0359081341152
7,347.97696603985406,347.97696603985406,0.239141,c1ccc(-n2c3ccc(-c4cccc(-c5ccc6cnc7ccccc7c6c5)c4-c4cccs4)cc3c3c4c(ccc32)[nH]c2ccccc24)cc1,466.0359081341152
8,346.33423559317305,346.33423559317305,0.475954,COn1c2ccccc2c2ccc3c4ccccc4n(C#Cc4ccc5[nH]c6ccc(-c7cccc8ccccc78)cc6c5c4)c3c21,466.0359081341152
9,344.40053611111114,344.40053611111114,0.013962,Brc1ccc2c(c1)c1c3cc(-c4ccc5c(c4)c4cc(-c6nc7ccccc7s6)ccc4c4nc6c7cccnc7c7ncccc7c6nc54)ccc3[nH]c1n2-n1ccc2ccccc21,466.0359081341152
10,514.3718594424162,514.3718594424162,0.40124,C1=NC2=NC=NC3=NC(c4c(-c5scc6nccnc56)c5ccccn5c4-c4ccc(-n5c6ccccc6c6cc(-c7ccoc7)ccc65)cc4)=NC(=N1)N23,514.3718594424162
11,459.86496420755907,459.86496420755907,0.988461,COc1cc(-c2ncnc(-c3ccc4c5ccccc5c5ccccc5c4c3)n2)c2cccc3c4c(-c5nc6scnc6s5)ccc5cccc(c1c23)c54,514.3718594424162
