,reward,wavelength,f_osc,molecule,top_score
0,297.5168406402227,297.5168406402227,0.261199,Nc1ccc(-c2ccc(C(F)(F)F)nc2-c2cccc(-c3ccccc3)c2)cc1,297.5168406402227
1,375.7552218450722,375.7552218450722,0.052398,CC1(C)c2ccccc2-c2ccc(-c3cc4c(ccc5cc(-c6ccc7c(c6)Oc6ccccc6N7)c(-c6ccc7ccccn67)cc54)cc3-c3coc4ccccc34)cc21,375.7552218450722
2,461.80048048271755,461.80048048271755,0.005863,O=C1c2ccccc2-c2ccc(-c3ccsc3-c3nc(Nc4ccc(-c5ccc6[nH]c7c8ccccc8[nH]c7c6c5)cc4)cn4ccnc34)cc21,461.80048048271755
3,381.983464785261,381.983464785261,0.006554,CCc1cc(-c2cccs2)c(-c2ccc3c4ccccc4c4nc5ccccc5nc4c3c2)c(-c2cc3cc4sccc4cc3s2)c1,461.80048048271755
4,337.2801768226333,337.2801768226333,0.5389,Nc1cc2nsnc2cc1-c1ccc2oc3ccc(-c4cccc5cc(-c6ccc7c(c6)Cc6c8c(c9c(c6-7)Cc6ccccc6-9)Cc6ccccc6-8)ccc45)cc3c(=O)c2c1,461.80048048271755
5,303.2881433463796,303.2881433463796,0.029545,c1ccc2c(c1)ncn2-n1c2ccc(-c3cocc3-c3c[nH]c4ccccc34)cc2c2c3ccccc3n(-c3cc[nH]c3)c21,461.80048048271755
6,376.38260222822623,376.38260222822623,0.41207,c1ccc2c(c1)Nc1ccc(-c3cnc(-c4ccc5oc6ccccc6c5c4)c(-c4ccc5c(c4)c4c6ccccc6oc4n5-c4nc5ccccc5[nH]4)c3)cc1S2,461.80048048271755
7,449.02286324786326,449.02286324786326,3.046536,CC1(C)c2cc(C3=C4C(=O)NC=C4C(=O)N3)sc2-c2sc(-c3ccc4c(c3)c(=O)c3cc(-c5ccoc5-c5ccoc5)cc5c(=O)c6ccccc6n4c53)cc21,461.80048048271755
8,372.9969705174489,372.9969705174489,0.426086,c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cc(-n5c(-c6cn7ccnc7cn6)nc(-c6ccoc6)c5-n5cnc6ccccc65)cc2c43)cc1,461.80048048271755
9,449.576448618464,449.576448618464,0.056014,O=CN1c2ccccc2Oc2cc(-c3ccc4c(c3)c3cc5oc6ccc(-c7cc8ccc9cccc%10ccc(c7)c8c9%10)cc6c5cc3n4-c3ccc4c5c(cccc35)C=C4)ccc21,461.80048048271755
10,465.8432951343227,465.8432951343227,0.014784,N#Cc1cc(C#N)c(-c2ccc3c4cc(-c5ccc6c7c(cccc57)C=C6Cl)c(-c5cc6c7c(c5)CCCN7CCC6)cc4c4nccnc4c3c2)c(C#N)c1,465.8432951343227
11,428.6995366688565,428.6995366688565,1.480397,F[B-]1(F)n2c(ccc2-c2ccc3ccc(-c4cnc(-c5cc6ccccc6c6ccccc56)o4)cc3c2)C(c2ccc3ccccc3n2)=C2C=CC=[N+]21,465.8432951343227
12,442.65840622657004,442.65840622657004,0.234072,O=C1NC(=O)c2ccc(N3C(=O)C4=CN(c5ccccc5-c5ccc6[nH]c7c8ccccc8oc7c6c5)C(=O)C4=C3c3ncco3)c3cccc1c23,465.8432951343227
13,483.1996297595386,483.1996297595386,0.002031,O=C1NC(=O)c2ccc3c4c(ccc1c24)C(=O)N(n1c2ccc(-n4c5ccccc5c5c4c4ccccc4n5-c4c(F)c(F)c(-c5cnccn5)c(F)c4F)cc2c2ccncc21)C3=O,483.1996297595386
14,337.58323032101725,337.58323032101725,0.511755,C#Cc1ccc2ccccc2c1-c1ccc2c(c1)c1ccccc1c1ccc(-n3cncc3-c3ccc4ccc5cccc6ccc3c4c56)cc12,483.1996297595386
15,312.8228112226876,312.8228112226876,0.005672,Fc1cc(F)c(-c2cc3c(ccc4ccccc43)cc2-c2c(-c3ccc4[nH]c5ccc6c7ccccc7oc6c5c4c3)ccc3cc(-c4cc5ccc6cccc7ccc(c4)c5c67)ccc23)c(F)c1,483.1996297595386
16,406.07950019651514,406.07950019651514,0.613822,N#Cc1nc2c3cccnc3c3nc(-c4cc5ccc(-c6c(F)cc(F)cc6F)c6c7cccc8cc(-c9cnccn9)cc(c(c4-c4ccoc4)c56)c87)ccc3c2nc1C#N,483.1996297595386
17,489.68834867095865,489.68834867095865,0.330425,C1=CN(c2ccc(N(c3ccccc3)c3ccc4c(c3)Oc3cc(-c5nccn6ncnc56)cc5c3N4c3ccccc3O5)cc2)c2ccc(-c3cc4ccccc4s3)cc2O1,489.68834867095865
18,319.8354004901329,319.8354004901329,0.060825,c1ccc(-n2c3ccccc3c3cc(-c4ccc5[nH]c6c(ccc7c8cc(-c9ccc%10c(n9)c9cc(-c%11cnccn%11)ccc9n%10-c9ccnc%10c9ccc9cccnc9%10)ccc8[nH]c76)c5c4)ccc32)cc1,489.68834867095865
19,407.06610086020095,407.06610086020095,0.001424,CC1(C)c2cc(-c3ccc4[nH]c5ccccc5c4c3)ccc2Sc2ccc(-c3cc(-c4ccc5c(c4)C(=O)c4cc(-c6cc7ccc8cccc9ccc(c6)c7c89)ccc4C5=O)ncn3)cc21,489.68834867095865
20,374.48409145825786,374.48409145825786,0.004147,O=c1c2ccccc2n(-c2ccccc2)c2ccc(-n3c(-c4cccc([N+](=O)[O-])c4)nc4ccc(-c5nccc6nccnc56)cc43)cc12,489.68834867095865
21,413.5149684821399,413.5149684821399,0.442813,O=C1NC(N(c2ccccc2)c2ccc3ccccc3c2-c2ccc3c(c2)-c2cc(-c4cccc5nccnc45)ccc2S3(=O)=O)=C2C(=O)NC=C12,489.68834867095865
22,339.33873333880723,339.33873333880723,0.188498,CC1(C)CCCC(C)(C)N1c1cc(-n2c3ccc(-c4c(Cl)c(Cl)c(-c5ccc(S(=O)(=O)c6ccccc6)cc5)c(Cl)c4Cl)cc3c3[nH]c4ccccc4c32)cc2ccccc12,489.68834867095865
23,375.52760176883936,375.52760176883936,0.000456,N#Cc1c(C2=NC3=NC=NC4=NC(c5ccccc5C(=O)c5ccncc5)=NC(=N2)N34)c(C#N)c(-n2cnc3c4ccccc4c4ccccc4c32)c(C#N)c1-c1cccs1,489.68834867095865
24,461.5597982279801,461.5597982279801,0.027509,C1=Cc2ccc(-c3ccc4sc(-n5cnc6nc7[nH]cnc7nc65)c(-c5ccc6c(c5)c5c7[nH]c8ccccc8c7ccc5n6-c5nccc6nccnc56)c4c3)c3cccc1c23,489.68834867095865
25,532.0524953868601,532.0524953868601,0.062744,CC1(C)c2ccccc2N(c2cc(-c3ccc4c(ccc5nc6ccc7ccccc7c6nc54)c3)c(-c3ccc4c(c3)Oc3ccccc3N4)cc2C2=NC3=NC=NC4=NC=NC(=N2)N43)c2ccccc21,532.0524953868601
26,399.9490096774194,399.9490096774194,0.005455,O=C1c2ccccc2C(=O)N1c1cc(-c2ccc3[nH]c4cc5c(cc4c3c2)sc2ccc(-c3nc4ccccc4s3)cc25)oc1-c1ccc2c(c1)c1ccccc1c1nccnc21,532.0524953868601
27,427.9005798101812,427.9005798101812,0.414212,Clc1c(-c2c3ccccc3cc3cc4ccccc4cc23)c(Cl)c(-c2nccn3ccnc23)c(Cl)c1-c1ccc(-c2cnc3oc4ccccc4c3c2)c2n[nH]nc12,532.0524953868601
28,376.657025245314,376.657025245314,3.510273,CSc1cc2c3ccc(-c4nc5sc(-c6ccc7c(c6)Oc6ccccc6B7c6ccccc6)nc5s4)cc3c3nccnc3c2cc1-c1c2ccccc2cc2ccccc12,532.0524953868601
29,386.5566907775769,386.5566907775769,0.34229,O=C1C(=Cc2cc(-c3c[nH]c4ccc(-c5ccc6c(c5)Sc5cc(-n7c8ccccc8c8ccncc87)ccc5N6)cc34)c[nH]2)C(=O)c2ccccc21,532.0524953868601
30,389.42205226458947,389.42205226458947,0.002692,CC1(C)c2ccccc2Oc2ccc(-c3ccc4[nH]c5c(ccc6c7cccc(-c8ccc(-c9cccc(C#N)c9)c9nccnc89)c7n(-c7cc8oc9ccsc9c8s7)c65)c4c3)cc21,532.0524953868601
31,329.0189024228432,329.0189024228432,1.558204,O=C1NC(=O)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Nc5cc(-n6cnc7ccccc76)ccc53)c3cc(-n5c6ccc(F)cc6c6c7ccccc7[nH]c65)ccc3-4)c3cccc1c23,532.0524953868601
32,328.0091880737586,328.0091880737586,0.735905,c1ccc2c(c1)-c1ccc(-c3ccc(-c4nnc(-c5ccc(-c6ccc7cccnc7n6)cc5)o4)cc3)cc1C21c2ccccc2-c2ccc(-c3[nH]c4ccccc4c3-c3ccoc3)cc21,532.0524953868601
33,356.5222941108811,356.5222941108811,2.508613,c1ccc2c(c1)[nH]c1c2c2[nH]c3ccccc3c2c2c1c1ccccc1n2-n1cncc1-c1cc2nc3cc(-c4nc5cc(-c6cc7c8c(c6)CCCN8CCC7)ccc5o4)oc3nc2o1,532.0524953868601
34,592.2340243611177,592.2340243611177,0.002885,O=Cc1cc(-c2ccc3sc4c5ccccc5sc4c3c2)c2c(N3C(=O)c4ccc5c6c(ccc(c46)C3=O)C(=O)NC5=O)cc(-c3ccc4c(c3)C(=O)c3ccccc3-4)c3c4cccc5cccc(c1c23)c54,592.2340243611177
35,373.4351164121563,373.4351164121563,1.016454,c1ccc2c(c1)ncc1ccc(-c3cc4cc5oc(-c6[nH]c7ccccc7c6-c6ccc7c8ccccc8c8ccc(-c9ccc%10sccc%10c9)cc8c7c6)cc5cc4[nH]3)cc12,592.2340243611177
36,402.66374265207367,402.66374265207367,0.076988,O=C1c2cccc3c(-c4nc5cc6ncoc6cc5o4)ccc(c23)C(=O)N1c1cc(-c2ccc3oc4ccccc4c(=O)c3c2)cc2c1[nH]c1c2ccc2c3ccccc3n(-n3c4ccccc4c4ncccc43)c21,592.2340243611177
37,434.68146057567577,434.68146057567577,0.001884,CC1(C)c2ccccc2N(c2[nH]cnc2-c2ccc(-c3c(Cl)c(Cl)cc(Cl)c3Cl)cc2C(=O)c2ccncc2)c2c1ccc1c2oc2ccc(-c3ccccn3)cc21,592.2340243611177
38,333.4252870781229,333.4252870781229,1.936148,Fc1cc(-n2c3ccc(-c4nc5cc6sc(-c7ccoc7)nc6cc5s4)cc3c3cc4c(cc32)[nH]c2ccccc24)cc2c1[nH]c1c2ccc2c3ccccc3[nH]c21,592.2340243611177
39,402.31096437147124,402.31096437147124,0.277647,O=C1NC=C2C(=O)N(c3ccc4c(c3)C3(c5ccccc5-c5ccc(-c6ncc[nH]6)cc53)c3cc(-c5ccc6sc7c8cc(C9=NC%10=NC=NC%11=NC=NC(=N9)N%11%10)ccc8sc7c6c5)ccc3-4)C=C12,592.2340243611177
