,reward,wavelength,f_osc,molecule,top_score
0,316.10879863342,316.10879863342,0.453584,CC(C)(C)c1ccc2c(n1)c1cc(-c3ccc4ccccc4n3)ccc1n2-c1ccccc1,316.10879863342
1,335.86399295679263,335.86399295679263,2.048834,c1ccc2c(-c3ccnc4c3ccc3c(-c5cc6nc7cc(-c8ccncn8)oc7nc6o5)ccnc34)coc2c1,335.86399295679263
2,370.9769097274169,370.9769097274169,0.314142,O=c1c2cccc3c(=O)c4cc(-n5cnc6ccccc65)cc5c(=O)c6cc(-c7ccnc(-c8ccccc8)n7)cc1c6n(c23)c45,370.9769097274169
3,430.1422182903136,430.1422182903136,1.630737,CC1(C)c2cc(C3=C4C(=O)NC=C4C(=O)N3)ccc2Nc2ccc(-c3cc4sc5cc(-c6ccc7cc8ccccc8cc7c6)sc5c4s3)cc21,430.1422182903136
4,363.4834154206978,363.4834154206978,3.207702,O=C1c2ccccc2S(=O)(=O)c2ccc(-c3nc4cc5oc(-c6ncc(-c7nc8ccccc8s7)s6)nc5cc4o3)cc21,430.1422182903136
5,404.9124526453299,404.9124526453299,0.370094,O=C1NC=C2C(=O)N(c3ccc(-c4nnc(-c5ccc(-c6ccc7[nH]c8c9cc(Br)ccc9[nH]c8c7c6)cc5)s4)cc3)C=C12,430.1422182903136
6,390.61211997101543,390.61211997101543,1.93809,c1ccc2c(-c3ccc4c5cc(-c6ccc(-c7nc8scnc8s7)c7ncccc67)cc6cccc(c7cccc3c74)c65)c3ccccc3cc2c1,430.1422182903136
7,444.1330885513684,444.1330885513684,0.217611,O=C1c2ccccc2-c2ccc(-n3c4ccccc4c4c3c3ccccc3n4-c3ccc4c(c3)Oc3ccccc3N4c3ccc4ocnc4c3)cc21,444.1330885513684
8,404.38419112850625,404.38419112850625,1.128424,C#Cc1cn(-c2ccc3c(c2)c2cc4sc5ccccc5c4cc2n3-c2ccc3c4cccc5cccc(c6cccc2c63)c54)cn1,444.1330885513684
9,344.0469323195605,344.0469323195605,2.037759,c1ccc(B(c2ccccc2)c2ccc(-c3cc4cc5c(ccn5-c5ccc(-c6cccc7nsnc67)nc5)cc4o3)cc2)cc1,444.1330885513684
10,398.12533877079187,398.12533877079187,0.338835,c1ccc(-c2ncc(-c3cc4ccc5cccc6ccc(c3)c4c56)n2-c2c3c(cc4nsnc24)N=S=N3)nc1,444.1330885513684
