,reward,wavelength,f_osc,molecule,top_score
0,446.4038057175776,446.4038057175776,0.01403,CC1(C)CCCC(C)(C)N1c1c(-c2nccn3ncnc23)c2ccc(C#N)cc2c2cc(-c3ccc4oc5c6cc(-c7ccc8ccccn78)ccc6[nH]c5c4c3)c(-c3ccc4nc(-c5nc6ccccc6s5)[nH]c4c3)cc12,446.4038057175776
1,309.6508316683317,309.6508316683317,0.36104,O=C(c1ccncc1)c1ccccc1-c1ccc2c(c1)Oc1ccccc1B2c1ccc(-c2ccc3c(c2)Cc2c-3c3c(c4c2-c2ccc(-c5c(-c6cccc7ccccc67)c[nH]c5-c5ncc[nH]5)cc2C4)-c2ccc(NCl)cc2C3)cc1,446.4038057175776
2,387.450603125,387.450603125,0.006958,C#Cc1cc2c3ccccc3c3nc4cccc(-n5c(-c6ccc7ccc(-c8ncc[nH]8)nc7n6)nc6ccc(OC(=O)c7ccc(C(=O)Oc8ccc9nsnc9c8)cc7)cc65)c4nc3c2cc1-c1nc2nc3[nH]cnc3nc2[nH]1,446.4038057175776
3,622.6919441514741,622.6919441514741,0.532738,C1=C(c2ccc3c(c2)C2(c4ccccc4Nc4ccccc42)c2ccccc2N3)c2ccc(-c3c4c(c(-c5sc(-c6ccc7c(c6)Oc6ccccc6N7)c6nccnc56)c5nsnc35)N=S=N4)c3c(-c4cc5sc6cc(-c7ncnc(-c8cnco8)n7)sc6c5s4)ccc1c23,622.6919441514741
4,360.178348778433,360.178348778433,0.105826,CC(c1ccc2c(c1)B(c1ccccc1)c1ccccc1N2c1cc2c3c(c1)C(C)(C)c1cc(-c4ccc5c6ccccc6c6ccc(-c7ccc(-c8cc9sc%10ccsc%10c9s8)nc7)cc6c5c4)cc4c1N3c1c(cccc1C2(C)C)C4(C)C)c1cn2ccccc2c1-c1cnc[nH]1,622.6919441514741
5,449.3320516072917,449.3320516072917,0.622781,N#Cc1cc2c(-c3ccc4c(c3)C(=O)c3ccccc3-4)ccc3c4c(-c5sc(-c6coc7ccc(-c8ccncn8)cc67)cc5-c5ccc6c(c5)C(=O)c5cc(-c7ccccn7)ccc5S6(=O)=O)ccc5cccc(c(c1)c23)c54,622.6919441514741
6,479.518073174505,479.518073174505,0.005708,CC1(C)c2cccc3c2N2c4c1cccc4C(C)(C)c1cc(-c4cccc(-c5cc6ccccc6c6ccccc56)c4C4=NC5=NC(c6c(Cl)cc(Cl)cc6Cl)=NC6=NC(c7nc8cc9oc(-c%10ccc%11cnc%12ccc(-c%13cc%14oc%15ccsc%15c%14s%13)cc%12c%11c%10)nc9cc8o7)=NC(=N4)N65)cc(c12)C3(C)C,622.6919441514741
7,345.72581841503546,345.72581841503546,0.038654,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5cnco5)ccc3N4c3ccc4c(c3)C(C)(C)c3cc(-c5ccc6oc(N7C(=O)c8cccc(-c9ccc%10oc%11ccccc%11c%10c9)c8C7=O)nc6c5)ccc3N4c3ccc4sc5ccccc5c(=O)c4c3)cc21,622.6919441514741
8,597.3702384967478,597.3702384967478,0.005585,Cn1c2ccsc2c2sc(-c3ccc4c(c3)Cc3c5c(c6c(c3-4)Cc3cc(-c4cc([N+](=O)[O-])cc([N+](=O)[O-])c4)ccc3-6)Cc3cc(-c4ccc6oc7ccc(-c8cn9ncnc9c(-c9ccc(-c%10ccc%11nc%12cc(N%13C=CSc%14ccccc%14%13)ccc%12nc%11c%10)c%10c9C(=O)NC%10=O)n8)cc7c(=O)c6c4)ccc3-5)cc21,622.6919441514741
9,479.9450044516704,479.9450044516704,0.049795,CC1(C)c2ccccc2N(c2cccc3nc4c5ccccc5c5ccc(-c6sc7ccc(-c8ncc[nH]8)cc7c6-c6scc(-c7ccc8sc9c%10cc(-c%11cccc(C(=O)c%12ccncc%12)c%11)ccc%10sc9c8c7)c6-c6cnc7cnncc7c6)cc5c4nc23)c2ccccc21,622.6919441514741
