,reward,wavelength,f_osc,molecule,top_score
0,501.55417880258904,501.55417880258904,0.022916,O=CC1=[N+]2C(=C(c3ccc(C4=CC(=O)c5ccccc54)c(-c4cc5cc6ccoc6cc5n4-c4ccc5c(c4)c4cnccc4n5-c4cc5c(cc(-c6nc7ccccc7s6)c6nsnc65)c5nsnc45)n3)c3cccn3[B-]2(F)F)C=C1,501.55417880258904
1,366.67610978026204,366.67610978026204,0.014414,O=[N+]([O-])c1cc(-c2cnc3oc4ncccc4c3c2)cc(-c2nc3cc4sc(-c5ccc6c7ccc(-c8ncc(-c9cccnc9)[nH]8)cc7c7cc(-c8ccc9c%10c(cccc8%10)-c8nccnc8-9)c(-c8cnc9sc%10ncccc%10c9c8)cc7c6c5)nc4cc3s2)c1,501.55417880258904
2,558.9405508971238,558.9405508971238,0.003966,O=C1NC(=O)c2c(-n3c4ccccc4c4c5ccccc5[nH]c43)ccc(C(=Cc3ccc4oc5ccccc5c4c3)c3sc(-c4cn5ncnc5c(C5=[N+]6C(=C(c7cc8ccccc8o7)c7cccn7[B-]6(F)F)C=C5)n4)c4nccnc34)c21,558.9405508971238
3,534.2304076180627,534.2304076180627,0.671451,O=S1(=O)c2cc(-c3ccc4sc5c6cc(-c7ccc8c9c(cccc79)-c7nccnc7-8)ccc6[nH]c5c4c3)ccc2Oc2ccc(-c3ccc4c5c(ccc(-c6nc7ccccc7nc6-c6ncncn6)c35)C=C4c3cn(-c4c5c(cc6nsnc46)N=S=N5)c4ccccc34)cc21,558.9405508971238
4,409.9193050320704,409.9193050320704,0.054244,CC1(C)Oc2cc(-c3cc(-c4c(-n5cnc6nc7[nH]c(-n8cnc9ccccc98)nc7nc65)c5ccccc5n4OC(=O)c4ccc(C(=O)O)cc4)nc(-c4nc5cc(-c6ccsc6)ccc5o4)n3)sc2-c2sccc21,558.9405508971238
5,422.5485413400586,422.5485413400586,0.161289,C=Cc1cc(-n2c3ccccc3c3c2c2cc(-c4c(F)c(F)c(-c5ccc6c(c5)-c5ccccc5S6(=O)=O)c(F)c4F)ccc2n3-c2cc3ncncc3cc2-c2ccc3cc4cc5ccccc5cc4cc3c2)ccc1-c1nccn2ccnc12,558.9405508971238
6,454.53749679216924,454.53749679216924,0.296311,Fn1cnc2nc3c(nc(-c4cccc5cccnc45)n3-c3ccc(N4c5cc(-c6ncccn6)ccc5B5c6ccccc6N(c6ccc(C#Cc7ccc8c(c7)OC=CN8)cc6)c6cc(-c7ccc8cccc9c%10cccc%11cccc(c7c89)c%11%10)cc4c65)cc3)nc21,558.9405508971238
7,415.95663099271985,415.95663099271985,0.52776,O=C1NC(c2ccc(S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)c5ccccc5)cc4)cc3)cc2-c2cccc3c(F)cc(-c4ccc5c(c4)S(=O)(=O)c4cc(-c6c(F)cc(F)cc6F)ccc4O5)c(-c4ccc(S(=O)(=O)c5ccccc5)cc4)c23)=C2C(=O)NC=C12,558.9405508971238
8,359.86472295591096,359.86472295591096,0.048441,N#Cc1cc(-c2ccc3nc(-c4ccc5ncc6ccc(-c7cc8ccccc8s7)cc6c5c4)n(-c4cc(-c5ccc6cc7ccccc7cc6c5)cs4)c3c2)c(-c2ccc3oc4ccccc4c3c2)s1,558.9405508971238
9,388.7382987395749,388.7382987395749,0.005394,C=Cc1nc2nc3c(ncn3-c3ccc4c(ccc5cc(-c6ccc(-c7ccc(-c8nnc(-c9ccccc9)o8)cc7)c(-c7cccc8nc9c%10ccccc%10c%10ccccc%10c9nc78)c6-c6ccc7cnc8ccccc8c7c6)c(-c6ccc(-c7nnc(-c8ccccc8)o7)cc6)cc54)c3)nc2[nH]1,558.9405508971238
