,reward,wavelength,f_osc,molecule,top_score
0,349.71424985191663,349.71424985191663,3.014349,Brc1cc(-c2nc3cc4oc(-c5nc6cc7oc(-c8ncncn8)nc7cc6o5)nc4cc3o2)co1,349.71424985191663
1,358.6467833381545,358.6467833381545,2.042878,O=c1c2cccc3c(=O)c4cc(-c5cc6c7ccccc7c7cc(-c8ccc9ccccn89)ccc7c6cc5-c5nc6nc7[nH]c(-c8cc9ccccc9s8)nc7nc6[nH]5)cc5c(=O)c6cccc1c6n(c23)c45,358.6467833381545
2,411.1018037733347,411.1018037733347,0.98649,O=C1NC(c2cscc2-c2nc3sc(-c4cc5cncnc5cc4-c4nccs4)nc3s2)=C2C(=O)NC=C12,411.1018037733347
3,455.1214778650613,455.1214778650613,0.201377,BrNc1ccc(-c2c(-c3cn4ccnc4cn3)oc3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc23)cc1,455.1214778650613
4,393.90072753844197,393.90072753844197,0.850553,O=C1NC(c2ccc3[nH]c4c5cc(-c6cc(-n7cnc8ccccc87)c(-c7nc8cc9ncoc9cc8o7)[nH]6)ccc5oc4c3c2)=C2C(=O)NC=C12,455.1214778650613
5,331.58833141665104,331.58833141665104,4.089819,CC1(C)c2cc(-c3cc(-c4nc5ccccc5[nH]4)c4nsnc4c3)ccc2-c2ccc(-c3cc4cc5cc(-c6ccc(-c7ccccn7)nc6)[nH]c5cc4o3)cc21,455.1214778650613
6,544.0766763208707,544.0766763208707,0.16039,O=Cc1ccc(B(c2ccc(C3=Cc4ccccc4C3=O)cc2)c2ccc(-c3ccc(-c4ccc5c(c4)S(=O)(=O)c4ccccc4O5)cc3)cc2)cc1,544.0766763208707
7,473.6559940403423,473.6559940403423,0.463751,c1ccc(B2c3ccccc3N(c3c4ccccc4cc4c(-c5c(-c6cccc7cccnc67)oc6ccccc56)c5ccccc5c(-c5ccccc5)c34)c3ccccc32)cc1,544.0766763208707
8,495.50073135640633,495.50073135640633,0.233174,O=C1NC(=O)c2ccc3c4c(ccc1c24)C(=O)N(c1ccc2c(c1)c(=O)c1ccccc1n2-c1cnc(-c2ccc4c(c2)SC=CN4)c(-n2nc4ccccc4n2)c1)C3=O,544.0766763208707
9,489.7850715019357,489.7850715019357,0.964654,C1=C(c2ccc3cc4ccccc4cc3c2)c2cccc3c(-c4cc5oc6cc(-c7ccc8ncn(-c9ccc%10nsnc%10c9)c8c7)sc6c5s4)ccc1c23,544.0766763208707
10,370.20152578304624,370.20152578304624,0.084688,c1ccc2c(c1)Oc1ccccc1B2c1ccc(-c2nc3nc4c(nc(-c5cc[nH]c5)n4-c4ccc5c6c(cccc46)-c4nccnc4-5)nc3n2-c2nc3nc4[nH]cnc4nc3[nH]2)cc1,544.0766763208707
11,386.50848868383315,386.50848868383315,0.005934,CC1(C)c2cc(-c3c(F)cc(F)cc3F)ccc2N(c2cc(-c3nc4scnc4s3)cc3ccccc23)c2c1ccc1c2sc2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,544.0766763208707
12,399.3049694041868,399.3049694041868,2.920808,CCc1ccc2ccc(-c3cc4c(s3)-c3sc(-c5cc(C)c(B(c6c(C)cccc6C)n6c7ccccc7c7cccnc76)c(C)c5)cc3C4(C)C)cc2c1,544.0766763208707
13,316.92490733876946,316.92490733876946,1.335186,c1cc(-c2ccc3occc3c2)nc(-c2nc(-c3ccc4[nH]c5cc6[nH]c7ccccc7c6cc5c4c3)cc(-c3cc4nc5ccoc5nc4o3)n2)c1,544.0766763208707
14,415.5801870349266,415.5801870349266,0.086437,O=[N+]([O-])c1cccc2cccc(C(=Cc3cc4c5c(c3)CCCN5CCC4)c3ccc4[nH]c5ccc6[nH]c7ccccc7c6c5c4c3)c12,544.0766763208707
15,513.7750414387535,513.7750414387535,0.278576,O=C1C=C(n2c3ccc(-c4cnc(-n5cnc6nc7[nH]cnc7nc65)c5nccnc45)cc3c3c2ccc2c4ccccc4n(-c4cn5ncnc5cn4)c23)c2ccccc21,544.0766763208707
16,400.0393411415481,400.0393411415481,0.040936,O=[N+]([O-])c1cccc(-c2c(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ncn3)cc3ccc4ccc(-c5cc6nc7ccoc7nc6o5)c5ccc2c3c45)c1,544.0766763208707
17,372.89600589491414,372.89600589491414,0.004549,O=C(c1ccncc1)c1cc(-c2cncc3nccnc23)ccc1C#CC#Cc1cnc2[nH]c3ccccc3c2c1,544.0766763208707
18,318.44709765243744,318.44709765243744,0.008543,N#Cc1ccc2c(c1)c1cc(C#Cc3c(Cl)cc(Cl)c(-c4cc5cc6ccoc6cc5[nH]4)c3Cl)ccc1c1nccnc21,544.0766763208707
19,374.1563599601654,374.1563599601654,0.149881,CC1(C)c2cc(-c3nc4ccccc4[nH]3)ccc2N(CCN2c3ccccc3Sc3cc(-c4ccsc4)ccc32)c2c1ccc1c2oc2ccccc21,544.0766763208707
20,449.20181515162494,449.20181515162494,0.050533,Fc1cc(F)c(F)c(-c2cc3c4ccccc4c4cc(N5C=CSc6ccccc65)c(-c5ccc6ccccc6n5)cc4c3cc2-c2ccc3c4ccccc4c4nccnc4c3c2)c1F,544.0766763208707
21,428.65507191259854,428.65507191259854,1.02578,CSc1cc(-c2cc3c4c(c2)C(C)(C)c2cccc5c2N4c2c(cccc2C3(C)C)C5(C)C)c2c3ccc(-c4cnco4)c4c(-n5c6ccccc6c6c7ccccc7oc65)ccc(c5cccc1c52)c43,544.0766763208707
22,690.4504817062984,690.4504817062984,0.042869,O=C1NC(=O)c2ccc3c4c(ccc1c24)C(=O)N(c1c(Cl)cc(Cl)c(N2C(=O)c4ccc5c6c(cc(-c7ccc8c(c7)SC=CN8F)c(c46)C2=O)C(=O)NC5=O)c1Cl)C3=O,690.4504817062984
23,470.81413002202476,470.81413002202476,0.007901,Cn1c2ccsc2c2sc(-c3cc(Nc4ccccc4)ccc3-c3ccc4ccc(-c5cccc6nccnc56)c5c6cccc7cccc(c3c45)c76)cc21,690.4504817062984
24,481.64164789060686,481.64164789060686,0.159545,O=C1NC(c2ccc3c(c2)c(=O)c2cccc4c(=O)c5cc(-c6ccc7cc8cc9ccccc9cc8cc7c6)ccc5n3c24)=C2C(=O)N(c3coc(-c4cncs4)c3)C=C12,690.4504817062984
25,449.7884745147833,449.7884745147833,0.405303,C=CC1=CC2=C(n3cccc3-c3ccc4c(c3)C(=O)c3ccccc3-4)c3ccc(-c4ccc5[nH]c6ccc7c8ccccc8sc7c6c5c4)n3[B-](F)(F)[N+]2=C1,690.4504817062984
26,348.69137722530024,348.69137722530024,1.515155,CC1(C)c2cccc3c2N2c4c1cccc4C(C)(C)c1cc(-c4nc(-n5nc6ccccc6n5)n(-c5ccc(-c6ccccn6)nc5)c4-c4cccs4)cc(c12)C3(C)C,690.4504817062984
27,313.3366852839344,313.3366852839344,0.427281,O=S1(=O)c2ccc(-c3cc(-c4ccc5oc6[nH]c7ccccc7c6c5c4)c4cc(-c5ncccn5)ccc4c3)cc2-c2cc(-c3cncs3)ccc21,690.4504817062984
28,320.76214782811167,320.76214782811167,0.099227,COn1c2ccc(-n3cnc4ccc(-c5cnc6sc7ncc(-c8ccc9[nH]c%10ccncc%10c9c8)cc7c6c5)cc43)cc2c2ccncc21,690.4504817062984
29,375.62999666737363,375.62999666737363,0.118747,c1csc(-c2ccc3oc4c5cc(-c6ccc7c(c6)Oc6cccc8c6B7c6ccc(-c7cc9c(cc(-c%10nccc%11nccnc%10%11)c%10nsnc%109)c9nsnc79)cc6O8)ccc5[nH]c4c3c2)c1,690.4504817062984
30,370.02475005222794,370.02475005222794,0.007496,O=C1NC(=O)c2c(-c3cc4c(cc(-c5ccc6c(ccc7nc8ccc9ccccc9c8nc76)c5)c5nccnc54)c4nccnc34)ccc(CCc3ccccc3)c21,690.4504817062984
