,reward,wavelength,f_osc,molecule,top_score
0,402.4415508958712,402.4415508958712,0.590315,C=Cc1ccc(N2c3ccccc3B3c4ccccc4N(c4ccc(-c5ncco5)cc4)c4cc(-c5cnccn5)cc2c43)cc1,402.4415508958712
1,450.3930289160128,450.3930289160128,0.75454,O=[N+]([O-])c1cccc2c3ccc4c5cc(C6=CC7=Cc8cccn8[B-](F)(F)[N+]7=C6)ccc5[nH]c4c3n(-c3nc4cc5ncoc5cc4o3)c12,450.3930289160128
2,339.57108074057845,339.57108074057845,1.447668,c1ccc2sc(-c3ccc4cc(-c5cc6c7c(c5)CCCN7CCC6)c5ccc(-c6c[nH]cn6)cc5c4c3)cc2c1,450.3930289160128
3,405.12414390275785,405.12414390275785,0.005953,c1ccc2c(c1)Nc1ccccc1N2c1ncc(-c2ccc3ccccn23)n1-n1c2ccccc2c2ccccc21,450.3930289160128
4,403.1481856018729,403.1481856018729,0.626085,Brc1ccoc1-c1ccc2cc(-c3ccc4cnc5ccccc5c4c3)cc3c4cccc5cccc(c1c23)c54,450.3930289160128
5,426.12109224635685,426.12109224635685,1.310799,Fc1cc(F)c(F)c(-c2ccc3c4cccc5c(-c6ccn7ccccc67)cc(-c6ccc(B(c7ccccc7)c7ccccc7)cc6)c(c6cccc2c36)c54)c1F,450.3930289160128
6,311.8863809020703,311.8863809020703,0.165026,Clc1cc(Cl)c(Cl)c(-c2cnc3c(c2)c2cc(-c4cccnc4)ccc2n3-n2c3ccccc3c3ncccc32)c1Cl,450.3930289160128
7,458.62318931715623,458.62318931715623,0.540479,CSc1nc2sc(-c3ccc4c(c3)C(=O)c3cc(-c5ccc6[nH]c7c(ccc8c9ccccc9[nH]c87)c6c5)ccc3-4)nc2s1,458.62318931715623
8,413.5701424330365,413.5701424330365,0.024209,c1ccc2c(c1)Oc1cc(-n3c(-c4ccc5ccccn45)nc4ccc(-n5c6ccccc6c6c7ccccc7[nH]c65)cc43)cc3c1N2c1ccccc1O3,458.62318931715623
9,300.61146591019303,300.61146591019303,0.482568,Clc1cc(Cl)c(-c2ccc(-n3c4ccc(-c5ccc6sc7ccccc7c6c5)cc4c4c5ccccc5[nH]c43)cn2)c(Cl)c1,458.62318931715623
10,388.47033776162425,388.47033776162425,2.18071,FC(F)(F)c1cc2sc3cc(-c4cnc(-c5nc6c7ccccc7c7ccccc7c6[nH]5)o4)sc3c2s1,458.62318931715623
11,351.4490418957991,351.4490418957991,0.562944,c1ccc(B2c3ccccc3N(c3ccc4oc5c6cc(-c7ccc8cccnc8n7)ccc6n(-c6ccc7c(ccc8ccccc87)c6)c5c4c3)c3ccccc32)cc1,458.62318931715623
12,360.6288336242001,360.6288336242001,1.438814,Cn1c2ccsc2c2sc(-c3ccc(-c4c(-c5ccc6c(c5)C(C)(C)c5ccccc5O6)oc5ccccc45)nc3)cc21,458.62318931715623
13,558.9153540999864,558.9153540999864,0.005725,CC1(C)c2ccsc2-c2sc(-c3c(-c4ccc5c(c4)C(=O)c4ccccc4C5=O)c(Cl)c4ccc5cccc6ccc3c4c56)cc21,558.9153540999864
14,397.8953562259307,397.8953562259307,1.956618,CC1(C)Oc2cc(-c3cc4cccc5c6cc(-c7nc8cc9scnc9cc8s7)c(-c7ccc8c9c(cccc79)C(=O)NC8=O)c7cccc(c(c3)c45)c76)sc2-c2sccc21,558.9153540999864
15,395.546954857234,395.546954857234,1.032637,c1ccc(B(c2ccccc2)c2ccc(-c3cc4cccc5c6c(-c7ccc8sc9c%10ccccc%10sc9c8c7)cc(-c7cc[nH]c7)c7cccc(c(c3)c45)c76)cc2)cc1,558.9153540999864
16,391.1666866481575,391.1666866481575,0.106661,O=Cc1ccc2c(c1)N(c1ccc(N(c3ccccc3)c3ccccc3)cc1)c1ccccc1C21c2ccccc2-c2ccc(-c3cc4cc5ccoc5cc4[nH]3)cc21,558.9153540999864
17,354.2911644520646,354.2911644520646,0.007178,O=S(=O)(c1ccccc1)c1ccc(-c2cccc3nc(-c4ccco4)ccc23)c(-c2cccc3nccnc23)c1,558.9153540999864
18,336.2465571014021,336.2465571014021,0.219672,CC1(C)c2ccccc2N(n2c3ccccc3c3cc(-c4cccc5ccc(C=O)cc45)ncc32)c2c1ccc1c2sc2ccccc21,558.9153540999864
19,428.1813544688493,428.1813544688493,0.005479,O=C1NC(=O)c2ccc3c4c(ccc1c24)C(=O)N(c1ccc2nc4cc(-c5cc(N6c7ccccc7B(c7ccccc7)c7ccccc76)cc([N+](=O)[O-])c5)ccc4nc2c1)C3=O,558.9153540999864
20,314.7605813658289,314.7605813658289,0.003201,c1cc(-c2ccc3c(c2)c(-c2ccc4nc[nH]c4c2)cc2ccccc23)cc(-c2coc3ccccc23)c1,558.9153540999864
21,441.79088155644246,441.79088155644246,0.840277,c1cnc2[nH]c3ccc(N4c5ccc(-c6cnc7sc8ncccc8c7c6)cc5Sc5cc(-c6nc7cc8ocnc8cc7o6)ccc54)cc3c2c1,558.9153540999864
22,289.9740229669996,289.9740229669996,0.130818,N#Cc1c(C#N)c(OC(=O)c2ccc(C(=O)O)cc2)c(C#N)c(C#N)c1Cc1c(F)cc(F)cc1F,558.9153540999864
23,404.17327226496286,404.17327226496286,0.94896,O=C1NC(c2ccc(-n3c4ccc(-c5ccc6occc6c5)cc4c4cc(-c5ccnc6c5ccc5cccnc56)ccc43)cc2)=C2C(=O)NC=C12,558.9153540999864
24,378.9827082378114,378.9827082378114,0.523603,O=c1c2ccccc2n2c3ccc(Cc4oc5ccccc5c4-c4cccs4)cc3c(=O)c3cccc1c32,558.9153540999864
25,371.04352237019305,371.04352237019305,0.0051,c1ccc(-c2nnc(-c3ccc(-c4cnc(-n5c6ccc(-c7cncc8nccnc78)cc6c6ccncc65)cn4)cc3)n2-c2ccccc2)cc1,558.9153540999864
26,318.8401815563442,318.8401815563442,0.003266,O=C(O)c1ccc(C(=O)On2c3ccc(-c4nc5ccccc5s4)cc3c3cc4c(cc32)[nH]c2ccc(-c3ccc5sc6c7ccccc7sc6c5c3)cc24)cc1,558.9153540999864
27,400.2072078760491,400.2072078760491,0.000934,O=C1c2ccccc2C(=O)c2cc(-c3cc4cc5sc(-c6ccc7ccc(N(c8ccccc8)c8ccccc8)nc7n6)cc5cc4s3)ccc21,558.9153540999864
